UniqueCount	AmbigCount
0	76
0	78
0	78
0	76
0	0
0	78
0	74
0	78
0	78
13	603
0	562
0	594
0	17
0	45
0	21
0	2
0	6
0	3
0	3
0	3
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	88
0	0
0	0
0	33
0	27
0	33
0	0
0	27
0	27
0	0
0	0
0	0
0	109
0	9
0	109
0	10
0	109
0	0
0	0
0	1
0	0
0	0
1	0
1	426
0	423
0	3
75	16
0	3
13	102
0	0
25	0
0	0
20	0
0	65
0	65
0	65
0	65
0	65
0	65
0	65
0	119
0	0
0	65
0	0
0	65
0	0
0	0
0	0
0	65
0	0
0	0
0	65
0	10
0	0
0	0
0	65
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	65
0	65
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	443
0	419
0	346
0	338
0	269
0	190
0	190
0	190
0	284
4	0
0	5
0	201
0	201
0	8
2	101
0	0
0	0
0	0
0	329
0	263
0	21
0	194
0	216
0	239
0	272
0	272
0	269
0	258
0	3
0	4
0	0
0	0
0	0
0	0
0	0
0	18
0	0
0	129
2	70
0	11
0	11
2	269
0	0
0	2
0	0
0	0
0	5
0	10
0	10
0	0
0	138
0	136
0	136
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	2
0	2
0	2
0	0
0	1101
0	1104
0	1121
0	964
0	934
0	955
0	931
0	969
0	955
8	926
0	923
0	787
0	794
0	637
0	633
0	599
0	533
0	476
4	453
0	333
0	325
0	208
0	91
0	43
0	1
0	1
0	9
0	6
0	7
0	24
0	0
0	3
0	3
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	14
0	0
0	0
1	119
0	6
7	4
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	21
0	0
0	0
0	0
0	0
0	0
0	0
0	36
0	0
0	0
0	0
0	0
0	0
0	36
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	36
0	0
0	5
0	36
0	0
17	126
10	0
0	0
3	88
0	95
2	88
0	83
0	0
0	27
0	26
0	26
0	26
0	31
0	14
0	18
0	12
0	0
0	0
0	0
0	0
201	0
0	0
0	0
0	0
0	6
0	6
5	0
2	0
0	0
0	0
0	2
0	0
1	0
0	0
4	4
0	0
0	0
0	0
0	0
0	0
0	0
0	484
0	55
0	495
0	70
2	0
1	373
0	66
0	246
0	203
0	155
0	155
0	57
0	42
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	16
0	0
0	0
0	0
0	4
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	167
0	167
0	167
0	167
0	0
0	151
0	0
0	0
0	0
0	0
0	167
0	0
0	167
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	0
0	0
0	0
0	5
0	0
0	18
0	18
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	216
0	216
0	45
3	45
18	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	13
0	0
0	13
0	13
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	22
0	1
0	22
0	22
0	0
0	0
0	21
0	15
0	21
0	21
0	6
0	6
0	6
0	6
0	6
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
524	62
0	62
0	55
0	0
0	0
0	272
0	264
0	264
0	264
0	253
0	264
0	264
0	253
0	242
0	255
0	255
0	264
0	264
0	235
0	235
0	235
0	0
0	190
0	152
0	190
0	45
0	4
0	42
0	28
0	5
0	3
0	0
0	37
0	37
0	37
0	37
0	37
0	37
0	37
0	37
0	0
0	37
0	58
0	58
0	58
0	50
0	50
0	50
0	50
0	50
0	50
0	0
0	0
0	0
0	0
0	0
0	32
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
1	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
495	24
44	24
0	0
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	21
0	21
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	0
0	0
0	0
0	21
0	0
0	0
0	21
0	0
0	21
0	0
0	0
0	0
0	14
0	0
0	0
0	15
0	0
0	0
0	21
0	21
0	0
0	0
0	0
0	0
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	5
0	21
0	7
0	0
0	0
0	0
0	7
0	0
4	471
439	1943
2	1938
0	1938
0	1476
0	1412
0	483
0	464
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
65	82
0	0
0	82
0	0
0	0
0	0
0	0
0	0
13	0
0	79
0	79
0	79
0	79
0	79
0	79
0	79
0	0
0	0
0	0
8	39
0	0
0	0
0	58
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	25
0	25
0	25
0	25
0	25
0	25
0	25
3	25
0	25
0	25
0	25
0	25
0	25
0	25
0	14
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	14
0	14
0	14
0	14
0	0
114	47
0	0
0	0
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	1
0	0
0	1
0	5
0	5
0	5
0	5
0	73
0	74
0	0
0	0
0	0
61	0
0	0
22	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	59
0	98
0	89
0	86
0	86
0	87
0	89
0	89
0	89
5	62
0	64
0	67
0	67
0	52
0	30
0	1
0	3
2	8
0	3
0	3
0	2
0	1
0	3
1	3
0	2
2	34
0	0
0	0
0	2
0	0
0	0
0	23
1	0
0	57
6	40
0	63
0	32
0	56
0	20
0	34
0	27
0	47
0	36
0	32
0	30
0	20
0	20
0	17
0	29
0	29
0	26
0	23
0	0
0	9
0	12
0	7
0	7
0	18
0	3
0	6
0	6
0	4
0	7
0	7
0	17
0	17
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
104	12
0	12
0	0
0	0
0	21
0	8
0	21
0	21
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	4
0	0
0	0
0	0
0	0
0	54
0	25
0	387
0	377
0	389
5	30
0	275
0	122
7	124
0	352
0	0
0	0
2	1
2	5
0	0
125	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	238
11	238
0	102
0	97
0	1
0	95
0	18
0	0
0	146
0	3
0	8
0	0
0	0
0	0
0	136
0	0
0	136
0	0
0	0
0	0
0	136
5	108
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	1
5	4468
0	4393
0	4395
0	4165
0	199
0	154
0	151
0	108
0	30
0	92
0	69
0	66
0	66
0	12
0	12
0	0
0	0
0	0
0	0
0	5
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
74	79
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
55	45
0	19
0	45
33	11
0	0
0	11
0	0
0	0
5	0
0	0
0	0
0	8
0	0
0	0
61	114
0	0
0	25
36	0
0	25
0	0
0	0
0	0
0	0
0	71
10	71
0	0
0	71
0	71
0	0
0	71
5	0
0	71
0	71
0	71
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	71
0	0
0	0
8	0
16	260
0	260
0	199
0	260
0	260
0	0
0	0
0	6
0	0
23	76
0	76
0	4
0	0
0	0
0	0
0	5
41	67
0	65
0	60
0	16
11	0
0	0
0	44
11	89
2	1
0	11
0	0
0	0
0	0
0	7
0	0
0	0
0	33
0	85
0	85
0	0
0	0
0	8
1	79
0	0
0	2
0	0
0	0
0	0
0	0
0	105
0	105
0	80
0	0
0	59
0	59
0	59
0	59
0	80
0	65
0	0
0	0
0	55
0	55
0	55
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	14
0	18
0	1
0	4
1	63
0	0
6	8
0	8
0	0
0	0
0	0
417	36
0	0
0	2
0	0
0	1
0	1
0	34
0	20
0	0
0	41
0	22
0	65
4	35
0	17
16	160
0	0
2	51
0	79
0	136
0	21
335	130
0	0
19	0
0	0
0	0
37	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	26
0	154
0	77
1	82
0	147
0	33
0	58
0	61
0	574
0	83
0	36
0	481
0	77
0	66
0	75
0	75
0	49
0	49
0	0
0	51
0	289
0	51
0	287
0	40
0	13
0	4
0	0
0	6
0	79
0	9
0	0
1	2
0	0
0	11
0	147
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	679
4	679
0	163
0	0
0	1
0	0
0	125
0	128
3	147
0	49
0	10
0	10
0	0
0	29
0	8
0	0
0	1
0	0
0	0
0	0
0	55
0	55
0	78
0	78
0	78
0	72
0	64
0	2
0	0
0	0
0	0
2	0
0	0
0	24
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
132	16
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	12
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	8
0	8
0	0
0	0
0	2
0	2
0	4
0	24
2	111
0	110
0	110
0	29
0	26
0	26
0	10
0	6
0	3
0	0
0	0
2	31
0	0
0	0
0	29
0	19
0	1
0	1
0	0
0	78
0	6
0	78
0	6
0	6
0	13
0	6
0	6
0	0
5	1
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	35
0	35
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	11
0	11
1	60
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
37	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
268	3
0	3
15	3
0	0
0	0
0	139
0	0
0	0
7	1
0	113
0	0
0	137
0	0
4	168
0	168
0	165
2	8
0	165
0	0
0	0
0	0
0	0
0	165
0	165
0	168
0	0
0	165
0	165
0	165
0	0
0	165
0	3
0	0
0	165
0	165
0	165
0	165
0	165
0	165
0	0
0	165
0	0
0	165
0	169
0	165
0	127
0	0
0	0
0	27
0	3
0	27
0	0
0	12
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	34
0	0
0	34
0	0
0	0
0	0
0	0
0	83
0	83
0	0
0	0
0	57
0	2
0	4
0	0
0	0
0	0
0	57
0	64
0	7
0	0
0	0
0	0
0	60
0	0
0	0
0	0
0	0
0	9
0	9
0	0
138	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	38
0	38
0	0
0	0
0	0
0	0
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	38
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	16
0	0
0	16
0	0
0	0
0	4
0	4
0	0
0	4
0	4
0	0
0	0
0	0
0	64
0	5
0	11
0	64
0	3
0	30
0	3
6	57
0	33
0	19
0	0
0	4
0	9
0	0
3	7
0	0
0	74
0	74
4	69
0	74
0	103
0	0
0	103
0	74
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	3
0	0
0	0
1	8
0	44
0	29
0	0
0	38
0	44
0	32
0	0
0	0
0	0
0	0
0	4
0	4
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
235	44
0	44
0	1
0	1
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	20
0	20
0	20
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	43
0	46
4	3
0	46
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	80
0	0
0	14
0	1
0	0
115	72
0	2
0	0
0	2
0	2
0	0
0	4
1	0
0	232
0	232
0	7
0	225
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	228
0	0
0	0
0	0
0	0
0	228
0	0
16	124
0	110
0	0
0	0
0	97
0	80
0	39
0	16
39	3
0	56
0	236
0	236
0	0
0	4
0	137
0	0
0	0
0	24
0	24
0	28
0	27
0	27
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
235	0
0	0
0	0
0	0
0	0
0	0
0	0
0	58
0	58
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	24
10	0
0	0
0	2
17	2
0	2
0	2
0	5
0	0
2	26
0	313
0	3
0	336
0	3
0	3
0	3
0	302
0	0
0	37
0	0
0	1
0	0
0	0
0	8
0	0
0	0
0	2
0	119
4	0
0	119
0	2
0	0
0	119
0	2
0	119
0	0
0	0
0	0
4	0
0	0
0	10
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
51	300
0	192
0	3
0	15
0	15
1	0
0	0
0	15
0	15
0	15
14	10
0	1
0	2
0	0
0	0
0	0
0	3
0	0
0	0
0	410
0	0
0	0
0	0
0	0
0	0
0	1
12	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	14
0	17
0	17
0	15
0	2
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
19	108
0	89
0	89
0	19
0	17
0	0
0	0
0	0
0	0
0	0
0	12
0	0
3	0
0	0
0	0
0	15
0	0
0	8
0	15
17	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	4
625	19
0	0
0	15
0	0
0	44
0	0
0	0
0	44
0	44
0	44
0	0
0	0
0	44
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
27	0
0	0
0	0
0	0
0	22
0	22
0	22
0	0
0	0
0	0
0	0
0	0
60	5
0	0
0	5
0	155
0	157
9	318
0	266
0	154
0	23
0	0
0	76
0	0
0	0
0	0
8	39
0	47
0	45
0	3
0	0
0	3
0	0
0	0
5	0
0	191
0	191
0	191
0	160
0	160
1	160
0	160
0	160
0	160
0	160
0	160
0	160
0	160
0	161
0	160
0	143
0	90
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
478	12
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	0
55	62
0	62
0	6
0	0
0	0
0	0
0	36
0	36
0	32
0	36
0	1
0	0
0	1724
0	1722
0	1700
0	140
0	180
0	154
0	120
0	145
0	128
0	124
0	64
0	12
0	4
0	4
1	4
0	0
0	229
10	223
53	332
0	28
0	2
0	34
0	218
0	225
0	201
0	0
0	154
0	0
0	0
0	6
0	0
0	0
0	0
0	160
0	0
0	160
0	160
0	0
0	160
0	0
0	160
0	0
0	160
0	113
0	50
0	0
0	29
0	0
0	25
0	27
0	16
0	0
0	10
0	10
5	10
0	0
0	0
0	0
17	12
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
190	230
0	228
0	0
0	0
59	0
0	0
0	0
0	4
0	4
1	130
0	111
0	130
0	0
10	79
0	252
0	252
0	0
0	0
0	0
0	9
0	12
0	12
0	12
0	12
0	12
0	0
0	0
0	0
0	0
0	39
0	39
0	39
0	0
0	0
0	0
0	0
0	0
0	428
0	428
9	288
0	27
0	0
0	13
6	135
0	129
9	102
0	114
2	21
0	7
0	25
0	0
0	197
0	238
0	238
0	238
0	238
0	238
0	238
0	238
0	238
0	217
0	51
0	187
0	187
0	187
0	36
0	0
0	58
0	58
0	38
0	38
0	17
0	0
3	0
0	0
0	0
0	0
0	0
0	0
1	1
1	351
0	351
0	27
0	136
0	2
0	8
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	72
0	96
0	0
0	0
0	72
0	0
0	7
0	0
0	7
0	7
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	18
0	18
0	18
0	18
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	223
0	223
2	157
0	5
0	196
0	2
0	24
0	150
0	21
0	21
4	32
0	15
0	6
0	6
0	2
0	0
0	0
0	0
0	0
0	54
0	54
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	6
0	2
0	6
0	5
0	0
0	0
0	0
0	6
0	0
0	6
0	0
5	18
0	24
0	416
0	0
0	0
0	246
0	416
0	83
0	416
0	24
0	408
0	83
0	16
0	20
7	432
0	8
0	8
0	24
0	416
0	416
0	182
0	416
4	416
6	419
1	449
4	416
0	24
0	181
0	16
0	1
0	0
0	8
0	0
0	0
0	0
0	0
0	1
0	0
0	8
0	70
0	70
0	65
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	364
0	340
0	87
3	75
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	108
0	82
0	63
0	77
0	167
0	77
0	77
0	75
0	75
0	75
0	85
0	139
0	85
0	85
0	84
0	175
0	85
0	85
0	71
0	71
0	70
1	86
0	86
0	86
0	96
0	86
1	0
0	34
0	37
0	31
0	16
0	23
0	1
0	41
0	21
0	37
0	0
0	0
0	0
29	400
0	396
0	301
0	305
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	0
0	67
0	1012
0	997
0	996
0	627
0	1001
0	671
0	813
0	611
0	285
0	198
0	68
0	8
12	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	0
0	0
0	0
13	253
0	253
0	0
0	0
0	2
0	1
0	0
0	0
0	0
1	3744
28	3155
0	3799
0	3792
0	3761
0	1700
0	0
0	1
0	1
0	1
0	1
0	0
0	0
5	0
0	0
0	0
0	345
0	346
2	346
0	1
0	108
4	0
0	108
0	0
179	12
0	0
0	2
0	2
0	2
0	2
0	0
0	2
0	10
0	0
0	163
0	201
0	163
0	146
0	35
1	1
0	0
0	0
0	0
0	0
0	0
0	38
0	0
0	35
0	3
0	0
0	6
0	6
0	6
0	2
0	1
0	0
1	0
0	0
0	0
110	0
8	36
0	0
0	0
0	0
0	0
0	139
0	0
0	57
9	142
0	0
11	322
0	116
0	104
0	179
5	41
0	37
0	42
0	26
0	241
27	133
0	45
0	111
0	14
0	48
0	89
0	43
0	0
0	0
0	1
0	1
0	0
4	0
0	0
0	0
1	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	7
0	7
13	31
0	29
0	0
0	0
0	3
0	3
0	0
3	0
0	0
0	210
0	210
7	2
0	0
0	0
0	0
6	0
6	0
0	0
0	0
0	0
0	0
0	0
0	21
0	23
7	30
0	25
0	23
0	10
0	6
0	15
0	6
0	7
0	0
0	26
0	26
0	0
0	0
0	0
0	501
6	446
0	1615
0	1623
0	145
0	1615
0	1610
0	646
0	133
0	563
0	1572
2	1604
0	541
0	1570
0	608
0	456
0	432
4	60
0	16
0	2
0	2
0	2
0	5
3	24
8	666
0	0
0	7
0	131
0	0
245	131
0	0
0	72
0	75
24	75
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
58	125
0	44
0	57
6	114
0	58
0	0
0	38
0	43
0	60
0	42
0	40
0	44
0	44
0	49
0	9
0	5
0	15
0	19
0	2
0	0
0	0
0	0
1	33
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	65
0	84
2	81
29	84
0	1
0	0
0	3
0	3
0	3
0	0
0	1
0	0
0	3
0	3
0	3
0	0
0	0
0	94
2	148
0	142
0	15
2	65
0	0
7	62
0	0
